VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y
5668, 42994, -7.25118,  9.84473, -28.17633, -0.02899,  0.74268,  0.66895,  0.00,  0.99951,  0.0173,  0.02411,  1.00,  1.00,  1.00,  1.00,  1.00,  1.12988,  0.9541,  0.43837,  0.72217,  0.43837,  0.72217,  0.43837,  0.72217
5669, 42993, -7.2823,  9.22724, -27.492, -0.03696,  0.68555,  0.72705,  0.00,  0.99854, -0.00685,  0.05722,  1.00,  1.00,  1.00,  1.00,  1.00,  1.13086,  0.3938,  0.43838,  0.71601,  0.43838,  0.71601,  0.43838,  0.71601
5670, 42992, -6.5664,  9.22724, -27.46118, -0.00967,  0.68555,  0.72803,  0.00,  1.00, -0.00671,  0.01959,  1.00,  1.00,  1.00,  1.00,  1.00,  1.39941,  0.38403,  0.44188,  0.71591,  0.44188,  0.71591,  0.44188,  0.71591
5671, 42995, -6.54518,  9.84473, -28.14552, -0.01444,  0.74268,  0.66943,  0.00,  1.00,  0.00834,  0.01231,  1.00,  1.00,  1.00,  1.00,  1.00,  1.39844,  0.94238,  0.44188,  0.72204,  0.44188,  0.72204,  0.44188,  0.72204
5672, 42994, -7.25118,  9.84473, -28.17633, -0.02899,  0.74268,  0.66895,  0.00,  0.99951,  0.0173,  0.02411,  1.00,  1.00,  1.00,  1.00,  1.00,  1.12988,  0.9541,  0.43837,  0.72217,  0.43837,  0.72217,  0.43837,  0.72217
5673, 42996, -5.82186,  9.22724, -27.46118,  0.00547,  0.67334,  0.73926,  0.00,  0.99902,  0.02492, -0.03008,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67773,  0.38403,  0.44552,  0.71591,  0.44552,  0.71591,  0.44552,  0.71591
5674, 42995, -6.54518,  9.84473, -28.14552, -0.01444,  0.74268,  0.66943,  0.00,  1.00,  0.00834,  0.01231,  1.00,  1.00,  1.00,  1.00,  1.00,  1.39844,  0.94238,  0.44188,  0.72204,  0.44188,  0.72204,  0.44188,  0.72204
5675, 42992, -6.5664,  9.22724, -27.46118, -0.00967,  0.68555,  0.72803,  0.00,  1.00, -0.00671,  0.01959,  1.00,  1.00,  1.00,  1.00,  1.00,  1.39941,  0.38403,  0.44188,  0.71591,  0.44188,  0.71591,  0.44188,  0.71591
5676, 42996, -5.82186,  9.22724, -27.46118,  0.00547,  0.67334,  0.73926,  0.00,  0.99902,  0.02492, -0.03008,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67773,  0.38403,  0.44552,  0.71591,  0.44552,  0.71591,  0.44552,  0.71591
5677, 42997, -5.81095,  9.84473, -28.14552, -1.19209E-07,  0.74268,  0.66992,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67773,  0.94238,  0.44552,  0.72204,  0.44552,  0.72204,  0.44552,  0.72204
5678, 42995, -6.54518,  9.84473, -28.14552, -0.01444,  0.74268,  0.66943,  0.00,  1.00,  0.00834,  0.01231,  1.00,  1.00,  1.00,  1.00,  1.00,  1.39844,  0.94238,  0.44188,  0.72204,  0.44188,  0.72204,  0.44188,  0.72204
5679, 42998, -5.03284,  9.22724, -27.46118, -0.00343,  0.66602,  0.74561,  0.00,  0.99951,  0.02074, -0.01394,  1.00,  1.00,  1.00,  1.00,  1.00,  1.97363,  0.38403,  0.44938,  0.71591,  0.44938,  0.71591,  0.44938,  0.71591
5680, 42997, -5.81095,  9.84473, -28.14552, -1.19209E-07,  0.74268,  0.66992,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67773,  0.94238,  0.44552,  0.72204,  0.44552,  0.72204,  0.44552,  0.72204
5681, 42996, -5.82186,  9.22724, -27.46118,  0.00547,  0.67334,  0.73926,  0.00,  0.99902,  0.02492, -0.03008,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67773,  0.38403,  0.44552,  0.71591,  0.44552,  0.71591,  0.44552,  0.71591
5682, 42998, -5.03284,  9.22724, -27.46118, -0.00343,  0.66602,  0.74561,  0.00,  0.99951,  0.02074, -0.01394,  1.00,  1.00,  1.00,  1.00,  1.00,  1.97363,  0.38403,  0.44938,  0.71591,  0.44938,  0.71591,  0.44938,  0.71591
5683, 42999, -5.03284,  9.84473, -28.14552,  0.00,  0.74268,  0.66992,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.97363,  0.94238,  0.44938,  0.72204,  0.44938,  0.72204,  0.44938,  0.72204
5684, 42997, -5.81095,  9.84473, -28.14552, -1.19209E-07,  0.74268,  0.66992,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67773,  0.94238,  0.44552,  0.72204,  0.44552,  0.72204,  0.44552,  0.72204
5685, 43000, -5.82605,  8.88655, -27.22376,  0.03012,  0.52588,  0.8501,  0.00,  0.98682,  0.12048, -0.1095,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67871,  0.13916,  0.44553,  0.71321,  0.44553,  0.71321,  0.44553,  0.71321
5686, 42998, -5.03284,  9.22724, -27.46118, -0.00343,  0.66602,  0.74561,  0.00,  0.99951,  0.02074, -0.01394,  1.00,  1.00,  1.00,  1.00,  1.00,  1.97363,  0.38403,  0.44938,  0.71591,  0.44938,  0.71591,  0.44938,  0.71591
5687, 42996, -5.82186,  9.22724, -27.46118,  0.00547,  0.67334,  0.73926,  0.00,  0.99902,  0.02492, -0.03008,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67773,  0.38403,  0.44552,  0.71591,  0.44552,  0.71591,  0.44552,  0.71591
5688, 43000, -5.82605,  8.88655, -27.22376,  0.03012,  0.52588,  0.8501,  0.00,  0.98682,  0.12048, -0.1095,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67871,  0.13916,  0.44553,  0.71321,  0.44553,  0.71321,  0.44553,  0.71321
5689, 42996, -5.82186,  9.22724, -27.46118,  0.00547,  0.67334,  0.73926,  0.00,  0.99902,  0.02492, -0.03008,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67773,  0.38403,  0.44552,  0.71591,  0.44552,  0.71591,  0.44552,  0.71591
5690, 42992, -6.5664,  9.22724, -27.46118, -0.00967,  0.68555,  0.72803,  0.00,  1.00, -0.00671,  0.01959,  1.00,  1.00,  1.00,  1.00,  1.00,  1.39941,  0.38403,  0.44188,  0.71591,  0.44188,  0.71591,  0.44188,  0.71591
5691, 43000, -5.82605,  8.88655, -27.22376,  0.03012,  0.52588,  0.8501,  0.00,  0.98682,  0.12048, -0.1095,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67871,  0.13916,  0.44553,  0.71321,  0.44553,  0.71321,  0.44553,  0.71321
5692, 42992, -6.5664,  9.22724, -27.46118, -0.00967,  0.68555,  0.72803,  0.00,  1.00, -0.00671,  0.01959,  1.00,  1.00,  1.00,  1.00,  1.00,  1.39941,  0.38403,  0.44188,  0.71591,  0.44188,  0.71591,  0.44188,  0.71591
5693, 42991, -6.57453,  8.74274, -27.05769,  0.02242,  0.53223,  0.84619,  0.00,  0.99512,  0.06757, -0.06891,  1.00,  1.00,  1.00,  1.00,  1.00,  1.39941,  0.13916,  0.44189,  0.71321,  0.44189,  0.71321,  0.44189,  0.71321
5694, 42991, -6.57453,  8.74274, -27.05769,  0.02242,  0.53223,  0.84619,  0.00,  0.99512,  0.06757, -0.06891,  1.00,  1.00,  1.00,  1.00,  1.00,  1.39941,  0.13916,  0.44189,  0.71321,  0.44189,  0.71321,  0.44189,  0.71321
5695, 43001, -5.82872,  8.58494, -27.07599,  0.06525,  0.43604,  0.89746,  0.00,  0.97314,  0.17041, -0.15356,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67773,  0.00978,  0.44552,  0.71179,  0.44552,  0.71179,  0.44552,  0.71179
5696, 43000, -5.82605,  8.88655, -27.22376,  0.03012,  0.52588,  0.8501,  0.00,  0.98682,  0.12048, -0.1095,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67871,  0.13916,  0.44553,  0.71321,  0.44553,  0.71321,  0.44553,  0.71321
5697, 42991, -6.57453,  8.74274, -27.05769,  0.02242,  0.53223,  0.84619,  0.00,  0.99512,  0.06757, -0.06891,  1.00,  1.00,  1.00,  1.00,  1.00,  1.39941,  0.13916,  0.44189,  0.71321,  0.44189,  0.71321,  0.44189,  0.71321
5698, 43002, -6.57972,  8.27195, -26.83163,  0.0305,  0.45947,  0.8877,  0.00,  0.98926,  0.11389, -0.09296,  1.00,  1.00,  1.00,  1.00,  1.00,  1.39844,  0.00977,  0.44187,  0.71179,  0.44187,  0.71179,  0.44187,  0.71179
5699, 43001, -5.82872,  8.58494, -27.07599,  0.06525,  0.43604,  0.89746,  0.00,  0.97314,  0.17041, -0.15356,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67773,  0.00978,  0.44552,  0.71179,  0.44552,  0.71179,  0.44552,  0.71179
5700, 42991, -6.57453,  8.74274, -27.05769,  0.02242,  0.53223,  0.84619,  0.00,  0.99512,  0.06757, -0.06891,  1.00,  1.00,  1.00,  1.00,  1.00,  1.39941,  0.13916,  0.44189,  0.71321,  0.44189,  0.71321,  0.44189,  0.71321
5701, 42989, -7.30184,  8.33385, -26.8605, -0.06946,  0.48193,  0.87354,  0.00,  0.98242, -0.11957,  0.14404,  1.00,  1.00,  1.00,  1.00,  1.00,  1.12988,  0.00789,  0.43837,  0.71177,  0.43837,  0.71177,  0.43837,  0.71177
5702, 43002, -6.57972,  8.27195, -26.83163,  0.0305,  0.45947,  0.8877,  0.00,  0.98926,  0.11389, -0.09296,  1.00,  1.00,  1.00,  1.00,  1.00,  1.39844,  0.00977,  0.44187,  0.71179,  0.44187,  0.71179,  0.44187,  0.71179
5703, 43000, -5.82605,  8.88655, -27.22376,  0.03012,  0.52588,  0.8501,  0.00,  0.98682,  0.12048, -0.1095,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67871,  0.13916,  0.44553,  0.71321,  0.44553,  0.71321,  0.44553,  0.71321
5704, 43003, -5.03284,  8.9401, -27.24885, -0.0042,  0.51611,  0.85645,  0.00,  0.99707,  0.06549, -0.03458,  1.00,  1.00,  1.00,  1.00,  1.00,  1.97363,  0.13916,  0.44938,  0.71321,  0.44938,  0.71321,  0.44938,  0.71321
5705, 42998, -5.03284,  9.22724, -27.46118, -0.00343,  0.66602,  0.74561,  0.00,  0.99951,  0.02074, -0.01394,  1.00,  1.00,  1.00,  1.00,  1.00,  1.97363,  0.38403,  0.44938,  0.71591,  0.44938,  0.71591,  0.44938,  0.71591
5706, 43003, -5.03284,  8.9401, -27.24885, -0.0042,  0.51611,  0.85645,  0.00,  0.99707,  0.06549, -0.03458,  1.00,  1.00,  1.00,  1.00,  1.00,  1.97363,  0.13916,  0.44938,  0.71321,  0.44938,  0.71321,  0.44938,  0.71321
5707, 43000, -5.82605,  8.88655, -27.22376,  0.03012,  0.52588,  0.8501,  0.00,  0.98682,  0.12048, -0.1095,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67871,  0.13916,  0.44553,  0.71321,  0.44553,  0.71321,  0.44553,  0.71321
5708, 43001, -5.82872,  8.58494, -27.07599,  0.06525,  0.43604,  0.89746,  0.00,  0.97314,  0.17041, -0.15356,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67773,  0.00978,  0.44552,  0.71179,  0.44552,  0.71179,  0.44552,  0.71179
5709, 43003, -5.03284,  8.9401, -27.24885, -0.0042,  0.51611,  0.85645,  0.00,  0.99707,  0.06549, -0.03458,  1.00,  1.00,  1.00,  1.00,  1.00,  1.97363,  0.13916,  0.44938,  0.71321,  0.44938,  0.71321,  0.44938,  0.71321
5710, 43001, -5.82872,  8.58494, -27.07599,  0.06525,  0.43604,  0.89746,  0.00,  0.97314,  0.17041, -0.15356,  1.00,  1.00,  1.00,  1.00,  1.00,  1.67773,  0.00978,  0.44552,  0.71179,  0.44552,  0.71179,  0.44552,  0.71179
5711, 43004, -5.03284,  8.63848, -27.10108, -0.00129,  0.43994,  0.89795,  0.00,  0.99707,  0.06726, -0.03149,  1.00,  1.00,  1.00,  1.00,  1.00,  1.97363,  0.00978,  0.44938,  0.71179,  0.44938,  0.71179,  0.44938,  0.71179
5712, 42993, -7.2823,  9.22724, -27.492, -0.03696,  0.68555,  0.72705,  0.00,  0.99854, -0.00685,  0.05722,  1.00,  1.00,  1.00,  1.00,  1.00,  1.13086,  0.3938,  0.43838,  0.71601,  0.43838,  0.71601,  0.43838,  0.71601
5713, 42994, -7.25118,  9.84473, -28.17633, -0.02899,  0.74268,  0.66895,  0.00,  0.99951,  0.0173,  0.02411,  1.00,  1.00,  1.00,  1.00,  1.00,  1.12988,  0.9541,  0.43837,  0.72217,  0.43837,  0.72217,  0.43837,  0.72217
5714, 43005, -7.96746,  9.84473, -28.2076, -0.02899,  0.74268,  0.66895,  0.00,  0.99951,  0.01787,  0.02348,  1.00,  1.00,  1.00,  1.00,  1.00,  0.85742,  0.96582,  0.43481,  0.7223,  0.43481,  0.7223,  0.43481,  0.7223
5715, 42993, -7.2823,  9.22724, -27.492, -0.03696,  0.68555,  0.72705,  0.00,  0.99854, -0.00685,  0.05722,  1.00,  1.00,  1.00,  1.00,  1.00,  1.13086,  0.3938,  0.43838,  0.71601,  0.43838,  0.71601,  0.43838,  0.71601
5716, 43005, -7.96746,  9.84473, -28.2076, -0.02899,  0.74268,  0.66895,  0.00,  0.99951,  0.01787,  0.02348,  1.00,  1.00,  1.00,  1.00,  1.00,  0.85742,  0.96582,  0.43481,  0.7223,  0.43481,  0.7223,  0.43481,  0.7223
5717, 43006, -8.00863,  9.22724, -27.52327, -0.04022,  0.68018,  0.73193,  0.00,  0.99902,  0.02232,  0.03415,  1.00,  1.00,  1.00,  1.00,  1.00,  0.8584,  0.40356,  0.43482,  0.71612,  0.43482,  0.71612,  0.43482,  0.71612
5718, 42987, -8.02441,  8.90414, -27.28883, -0.08466,  0.56006,  0.82422,  0.00,  0.97314, -0.13184,  0.18945,  1.00,  1.00,  1.00,  1.00,  1.00,  0.85889,  0.14648,  0.43483,  0.71329,  0.43483,  0.71329,  0.43483,  0.71329
5719, 42993, -7.2823,  9.22724, -27.492, -0.03696,  0.68555,  0.72705,  0.00,  0.99854, -0.00685,  0.05722,  1.00,  1.00,  1.00,  1.00,  1.00,  1.13086,  0.3938,  0.43838,  0.71601,  0.43838,  0.71601,  0.43838,  0.71601
5720, 43006, -8.00863,  9.22724, -27.52327, -0.04022,  0.68018,  0.73193,  0.00,  0.99902,  0.02232,  0.03415,  1.00,  1.00,  1.00,  1.00,  1.00,  0.8584,  0.40356,  0.43482,  0.71612,  0.43482,  0.71612,  0.43482,  0.71612
5721, 43007, -5.31994,  8.42342, -27.1035,  0.00214,  0.19775,  0.98047,  0.00,  0.99072,  0.13403, -0.02922,  1.00,  1.00,  1.00,  1.00,  1.00, -0.21667,  0.15088,  0.47515,  0.64233,  0.47515,  0.64233,  0.47515,  0.64233
5722, 43008, -5.32938,  7.81157, -27.11331,  0.00411, -0.02109,  1.00,  0.00,  0.93164,  0.36279,  0.00382,  1.00,  1.00,  1.00,  1.00,  1.00, -0.21667,  0.03314,  0.47515,  0.64108,  0.47515,  0.64108,  0.47515,  0.64108
5723, 43009, -4.58487,  8.10154, -27.11331,  0.00001, -0.02103,  1.00,  0.00,  0.99365, -0.11438, -0.00242,  1.00,  1.00,  1.00,  1.00,  1.00,  0.08282,  0.03314,  0.47893,  0.64108,  0.47893,  0.64108,  0.47893,  0.64108
5724, 43007, -5.31994,  8.42342, -27.1035,  0.00214,  0.19775,  0.98047,  0.00,  0.99072,  0.13403, -0.02922,  1.00,  1.00,  1.00,  1.00,  1.00, -0.21667,  0.15088,  0.47515,  0.64233,  0.47515,  0.64233,  0.47515,  0.64233
5725, 43009, -4.58487,  8.10154, -27.11331,  0.00001, -0.02103,  1.00,  0.00,  0.99365, -0.11438, -0.00242,  1.00,  1.00,  1.00,  1.00,  1.00,  0.08282,  0.03314,  0.47893,  0.64108,  0.47893,  0.64108,  0.47893,  0.64108
5726, 43010, -4.57776,  8.42342, -27.1035, -0.00004,  0.20117,  0.97949,  0.00,  0.99854, -0.05145,  0.01061,  1.00,  1.00,  1.00,  1.00,  1.00,  0.08295,  0.15088,  0.47893,  0.64233,  0.47893,  0.64233,  0.47893,  0.64233
5727, 43010, -4.57776,  8.42342, -27.1035, -0.00004,  0.20117,  0.97949,  0.00,  0.99854, -0.05145,  0.01061,  1.00,  1.00,  1.00,  1.00,  1.00,  0.08295,  0.15088,  0.47893,  0.64233,  0.47893,  0.64233,  0.47893,  0.64233
5728, 43009, -4.58487,  8.10154, -27.11331,  0.00001, -0.02103,  1.00,  0.00,  0.99365, -0.11438, -0.00242,  1.00,  1.00,  1.00,  1.00,  1.00,  0.08282,  0.03314,  0.47893,  0.64108,  0.47893,  0.64108,  0.47893,  0.64108
5729, 43011, -3.85455,  7.81157, -27.11331, -0.0007, -0.01996,  1.00,  0.00,  0.99658,  0.0849,  0.0024,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37671,  0.03314,  0.48263,  0.64108,  0.48263,  0.64108,  0.48263,  0.64108
5730, 43010, -4.57776,  8.42342, -27.1035, -0.00004,  0.20117,  0.97949,  0.00,  0.99854, -0.05145,  0.01061,  1.00,  1.00,  1.00,  1.00,  1.00,  0.08295,  0.15088,  0.47893,  0.64233,  0.47893,  0.64233,  0.47893,  0.64233
5731, 43011, -3.85455,  7.81157, -27.11331, -0.0007, -0.01996,  1.00,  0.00,  0.99658,  0.0849,  0.0024,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37671,  0.03314,  0.48263,  0.64108,  0.48263,  0.64108,  0.48263,  0.64108
5732, 43012, -3.84975,  8.42342, -27.1035, -0.00043,  0.20166,  0.97949,  0.00,  0.99902,  0.04147, -0.0081,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37695,  0.15088,  0.48264,  0.64233,  0.48264,  0.64233,  0.48264,  0.64233
5733, 43012, -3.84975,  8.42342, -27.1035, -0.00043,  0.20166,  0.97949,  0.00,  0.99902,  0.04147, -0.0081,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37695,  0.15088,  0.48264,  0.64233,  0.48264,  0.64233,  0.48264,  0.64233
5734, 43011, -3.85455,  7.81157, -27.11331, -0.0007, -0.01996,  1.00,  0.00,  0.99658,  0.0849,  0.0024,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37671,  0.03314,  0.48263,  0.64108,  0.48263,  0.64108,  0.48263,  0.64108
5735, 43013, -3.10837,  8.00471, -27.11331,  0.00211, -0.02234,  0.99951,  0.00,  0.99365,  0.11395,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.67725,  0.03314,  0.48643,  0.64108,  0.48643,  0.64108,  0.48643,  0.64108
5736, 43012, -3.84975,  8.42342, -27.1035, -0.00043,  0.20166,  0.97949,  0.00,  0.99902,  0.04147, -0.0081,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37695,  0.15088,  0.48264,  0.64233,  0.48264,  0.64233,  0.48264,  0.64233
5737, 43013, -3.10837,  8.00471, -27.11331,  0.00211, -0.02234,  0.99951,  0.00,  0.99365,  0.11395,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.67725,  0.03314,  0.48643,  0.64108,  0.48643,  0.64108,  0.48643,  0.64108
5738, 43014, -3.10591,  8.42342, -27.1035,  0.00106,  0.20032,  0.97998,  0.00,  0.99951,  0.02248, -0.00568,  1.00,  1.00,  1.00,  1.00,  1.00,  0.67725,  0.15088,  0.48643,  0.64233,  0.48643,  0.64233,  0.48643,  0.64233
5739, 43012, -3.84975,  8.42342, -27.1035, -0.00043,  0.20166,  0.97949,  0.00,  0.99902,  0.04147, -0.0081,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37695,  0.15088,  0.48264,  0.64233,  0.48264,  0.64233,  0.48264,  0.64233
5740, 43015, -4.56543,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.08301,  0.42407,  0.47893,  0.64524,  0.47893,  0.64524,  0.47893,  0.64524
5741, 43010, -4.57776,  8.42342, -27.1035, -0.00004,  0.20117,  0.97949,  0.00,  0.99854, -0.05145,  0.01061,  1.00,  1.00,  1.00,  1.00,  1.00,  0.08295,  0.15088,  0.47893,  0.64233,  0.47893,  0.64233,  0.47893,  0.64233
5742, 43012, -3.84975,  8.42342, -27.1035, -0.00043,  0.20166,  0.97949,  0.00,  0.99902,  0.04147, -0.0081,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37695,  0.15088,  0.48264,  0.64233,  0.48264,  0.64233,  0.48264,  0.64233
5743, 43016, -3.84141,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37695,  0.42407,  0.48264,  0.64524,  0.48264,  0.64524,  0.48264,  0.64524
5744, 43015, -4.56543,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.08301,  0.42407,  0.47893,  0.64524,  0.47893,  0.64524,  0.47893,  0.64524
5745, 43014, -3.10591,  8.42342, -27.1035,  0.00106,  0.20032,  0.97998,  0.00,  0.99951,  0.02248, -0.00568,  1.00,  1.00,  1.00,  1.00,  1.00,  0.67725,  0.15088,  0.48643,  0.64233,  0.48643,  0.64233,  0.48643,  0.64233
5746, 43016, -3.84141,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37695,  0.42407,  0.48264,  0.64524,  0.48264,  0.64524,  0.48264,  0.64524
5747, 43012, -3.84975,  8.42342, -27.1035, -0.00043,  0.20166,  0.97949,  0.00,  0.99902,  0.04147, -0.0081,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37695,  0.15088,  0.48264,  0.64233,  0.48264,  0.64233,  0.48264,  0.64233
5748, 43016, -3.84141,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37695,  0.42407,  0.48264,  0.64524,  0.48264,  0.64524,  0.48264,  0.64524
5749, 43017, -4.53448,  9.62325, -27.90636,  0.00,  0.63037,  0.77637,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.08301,  0.99072,  0.47893,  0.65126,  0.47893,  0.65126,  0.47893,  0.65126
5750, 43015, -4.56543,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.08301,  0.42407,  0.47893,  0.64524,  0.47893,  0.64524,  0.47893,  0.64524
5751, 43016, -3.84141,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37695,  0.42407,  0.48264,  0.64524,  0.48264,  0.64524,  0.48264,  0.64524
5752, 43018, -3.82047,  9.62325, -27.90636, -1.19209E-07,  0.63037,  0.77637,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37695,  0.99072,  0.48264,  0.65126,  0.48264,  0.65126,  0.48264,  0.65126
5753, 43017, -4.53448,  9.62325, -27.90636,  0.00,  0.63037,  0.77637,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.08301,  0.99072,  0.47893,  0.65126,  0.47893,  0.65126,  0.47893,  0.65126
5754, 43019, -3.10165,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.67725,  0.42407,  0.48643,  0.64524,  0.48643,  0.64524,  0.48643,  0.64524
5755, 43018, -3.82047,  9.62325, -27.90636, -1.19209E-07,  0.63037,  0.77637,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37695,  0.99072,  0.48264,  0.65126,  0.48264,  0.65126,  0.48264,  0.65126
5756, 43016, -3.84141,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37695,  0.42407,  0.48264,  0.64524,  0.48264,  0.64524,  0.48264,  0.64524
5757, 43014, -3.10591,  8.42342, -27.1035,  0.00106,  0.20032,  0.97998,  0.00,  0.99951,  0.02248, -0.00568,  1.00,  1.00,  1.00,  1.00,  1.00,  0.67725,  0.15088,  0.48643,  0.64233,  0.48643,  0.64233,  0.48643,  0.64233
5758, 43019, -3.10165,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.67725,  0.42407,  0.48643,  0.64524,  0.48643,  0.64524,  0.48643,  0.64524
5759, 43016, -3.84141,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.37695,  0.42407,  0.48264,  0.64524,  0.48264,  0.64524,  0.48264,  0.64524
5760, 43014, -3.10591,  8.42342, -27.1035,  0.00106,  0.20032,  0.97998,  0.00,  0.99951,  0.02248, -0.00568,  1.00,  1.00,  1.00,  1.00,  1.00,  0.67725,  0.15088,  0.48643,  0.64233,  0.48643,  0.64233,  0.48643,  0.64233
5761, 43020, -2.32775,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99121,  0.42407,  0.49039,  0.64524,  0.49039,  0.64524,  0.49039,  0.64524
5762, 43019, -3.10165,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.67725,  0.42407,  0.48643,  0.64524,  0.48643,  0.64524,  0.48643,  0.64524
5763, 43020, -2.32775,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99121,  0.42407,  0.49039,  0.64524,  0.49039,  0.64524,  0.49039,  0.64524
5764, 43021, -3.09094,  9.62325, -27.90636,  0.00,  0.63037,  0.77637,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.67725,  0.99072,  0.48643,  0.65126,  0.48643,  0.65126,  0.48643,  0.65126
5765, 43019, -3.10165,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.67725,  0.42407,  0.48643,  0.64524,  0.48643,  0.64524,  0.48643,  0.64524
5766, 43019, -3.10165,  8.90289, -27.3211,  0.00,  0.52637,  0.8501,  0.00,  1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  0.67725,  0.42407,  0.48643,  0.64524,  0.48643,  0.64524,  0.48643,  0.64524
