VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y
662, 77, -0.62355,  0.15584,  0.10038,  0.82049,  0.02388,  0.57117, -0.3274, -0.79941,  0.50374, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53541,  0.57687,  0.53541,  0.57687,  0.53541,  0.57687,  0.53541,  0.57687
663, 77, -0.62355,  0.15584,  0.10038,  0.82049,  0.02388,  0.57117, -0.3274, -0.79941,  0.50374, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53541,  0.57687,  0.53541,  0.57687,  0.53541,  0.57687,  0.53541,  0.57687
664, 95, -0.62825,  0.15886,  0.107,  0.82048,  0.02389,  0.57118, -0.31404, -0.81604,  0.48524, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53622,  0.58008,  0.53622,  0.58008,  0.53622,  0.58008,  0.53622,  0.58008
665, 90, -0.63124,  0.14692,  0.1118,  0.82048,  0.02389,  0.57118, -0.25497, -0.87897,  0.403, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54106,  0.57949,  0.54106,  0.57949,  0.54106,  0.57949,  0.54106,  0.57949
666, 77, -0.62355,  0.15584,  0.10038,  0.82049,  0.02388,  0.57117, -0.3274, -0.79941,  0.50374, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53541,  0.57687,  0.53541,  0.57687,  0.53541,  0.57687,  0.53541,  0.57687
667, 90, -0.63124,  0.14692,  0.1118,  0.82048,  0.02389,  0.57118, -0.25497, -0.87897,  0.403, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54106,  0.57949,  0.54106,  0.57949,  0.54106,  0.57949,  0.54106,  0.57949
668, 76, -0.6258,  0.14402,  0.1041,  0.82049,  0.02388,  0.57117, -0.26545, -0.86896,  0.41766, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54031,  0.57576,  0.54031,  0.57576,  0.54031,  0.57576,  0.54031,  0.57576
669, 76, -0.6258,  0.14402,  0.1041,  0.82049,  0.02388,  0.57117, -0.26545, -0.86896,  0.41766, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54031,  0.57576,  0.54031,  0.57576,  0.54031,  0.57576,  0.54031,  0.57576
670, 90, -0.63124,  0.14692,  0.1118,  0.82048,  0.02389,  0.57118, -0.25497, -0.87897,  0.403, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54106,  0.57949,  0.54106,  0.57949,  0.54106,  0.57949,  0.54106,  0.57949
671, 88, -0.63375,  0.13343,  0.11597,  0.82048,  0.02389,  0.57118, -0.19307, -0.92885,  0.31617, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54637,  0.57898,  0.54637,  0.57898,  0.54637,  0.57898,  0.54637,  0.57898
672, 76, -0.6258,  0.14402,  0.1041,  0.82049,  0.02388,  0.57117, -0.26545, -0.86896,  0.41766, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54031,  0.57576,  0.54031,  0.57576,  0.54031,  0.57576,  0.54031,  0.57576
673, 88, -0.63375,  0.13343,  0.11597,  0.82048,  0.02389,  0.57118, -0.19307, -0.92885,  0.31617, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54637,  0.57898,  0.54637,  0.57898,  0.54637,  0.57898,  0.54637,  0.57898
674, 154, -0.6281,  0.13074,  0.10797,  0.82048,  0.02388,  0.57117, -0.20002, -0.92398,  0.32597, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54591,  0.57506,  0.54591,  0.57506,  0.54591,  0.57506,  0.54591,  0.57506
675, 75, -0.62084,  0.1413,  0.09709,  0.82049,  0.02388,  0.57116, -0.27594, -0.85848,  0.43229, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53958,  0.57234,  0.53958,  0.57234,  0.53958,  0.57234,  0.53958,  0.57234
676, 76, -0.6258,  0.14402,  0.1041,  0.82049,  0.02388,  0.57117, -0.26545, -0.86896,  0.41766, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54031,  0.57576,  0.54031,  0.57576,  0.54031,  0.57576,  0.54031,  0.57576
677, 154, -0.6281,  0.13074,  0.10797,  0.82048,  0.02388,  0.57117, -0.20002, -0.92398,  0.32597, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54591,  0.57506,  0.54591,  0.57506,  0.54591,  0.57506,  0.54591,  0.57506
678, 75, -0.62084,  0.1413,  0.09709,  0.82049,  0.02388,  0.57116, -0.27594, -0.85848,  0.43229, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53958,  0.57234,  0.53958,  0.57234,  0.53958,  0.57234,  0.53958,  0.57234
679, 154, -0.6281,  0.13074,  0.10797,  0.82048,  0.02388,  0.57117, -0.20002, -0.92398,  0.32597, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54591,  0.57506,  0.54591,  0.57506,  0.54591,  0.57506,  0.54591,  0.57506
680, 79, -0.62265,  0.12814,  0.10024,  0.82049,  0.02388,  0.57116, -0.20661, -0.9192,  0.33523, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54542,  0.57126,  0.54542,  0.57126,  0.54542,  0.57126,  0.54542,  0.57126
681, 79, -0.62265,  0.12814,  0.10024,  0.82049,  0.02388,  0.57116, -0.20661, -0.9192,  0.33523, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54542,  0.57126,  0.54542,  0.57126,  0.54542,  0.57126,  0.54542,  0.57126
682, 154, -0.6281,  0.13074,  0.10797,  0.82048,  0.02388,  0.57117, -0.20002, -0.92398,  0.32597, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54591,  0.57506,  0.54591,  0.57506,  0.54591,  0.57506,  0.54591,  0.57506
683, 82, -0.63023,  0.11571,  0.11165,  0.82048,  0.02388,  0.57117, -0.13257, -0.96394,  0.23073, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55221,  0.57472,  0.55221,  0.57472,  0.55221,  0.57472,  0.55221,  0.57472
684, 154, -0.6281,  0.13074,  0.10797,  0.82048,  0.02388,  0.57117, -0.20002, -0.92398,  0.32597, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54591,  0.57506,  0.54591,  0.57506,  0.54591,  0.57506,  0.54591,  0.57506
685, 88, -0.63375,  0.13343,  0.11597,  0.82048,  0.02389,  0.57118, -0.19307, -0.92885,  0.31617, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54637,  0.57898,  0.54637,  0.57898,  0.54637,  0.57898,  0.54637,  0.57898
686, 85, -0.636,  0.11845,  0.11983,  0.82047,  0.02388,  0.57119, -0.13255, -0.96395,  0.2307, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55221,  0.57879,  0.55221,  0.57879,  0.55221,  0.57879,  0.55221,  0.57879
687, 154, -0.6281,  0.13074,  0.10797,  0.82048,  0.02388,  0.57117, -0.20002, -0.92398,  0.32597, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54591,  0.57506,  0.54591,  0.57506,  0.54591,  0.57506,  0.54591,  0.57506
688, 85, -0.636,  0.11845,  0.11983,  0.82047,  0.02388,  0.57119, -0.13255, -0.96395,  0.2307, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55221,  0.57879,  0.55221,  0.57879,  0.55221,  0.57879,  0.55221,  0.57879
689, 82, -0.63023,  0.11571,  0.11165,  0.82048,  0.02388,  0.57117, -0.13257, -0.96394,  0.23073, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55221,  0.57472,  0.55221,  0.57472,  0.55221,  0.57472,  0.55221,  0.57472
690, 152, -0.62284,  0.17812,  0.09842,  0.69235,  0.23602,  0.68187, -0.43244, -0.62077,  0.65395, -1.00,  1.00,  1.00,  1.00,  1.00,  0.52877,  0.58223,  0.52877,  0.58223,  0.52877,  0.58223,  0.52877,  0.58223
691, 98, -0.62702,  0.1713,  0.10471,  0.66761,  0.1977,  0.71778, -0.37689, -0.7417,  0.55483, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5322,  0.58226,  0.5322,  0.58226,  0.5322,  0.58226,  0.5322,  0.58226
692, 97, -0.62485,  0.16727,  0.10177,  0.82048,  0.0239,  0.57117, -0.37047, -0.73871,  0.56308, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53243,  0.58021,  0.53243,  0.58021,  0.53243,  0.58021,  0.53243,  0.58021
693, 150, -0.62422,  0.17962,  0.0977, -0.32427,  0.81528,  0.47976, -0.42663, -0.5787,  0.69505, -1.00,  1.00,  1.00,  1.00,  1.00,  0.52846,  0.58299,  0.52846,  0.58299,  0.52846,  0.58299,  0.52846,  0.58299
694, 100, -0.62853,  0.17258,  0.10419, -0.4035,  0.66858,  0.62465, -0.38066, -0.74347,  0.54986, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53196,  0.58299,  0.53196,  0.58299,  0.53196,  0.58299,  0.53196,  0.58299
695, 98, -0.62702,  0.1713,  0.10471,  0.66761,  0.1977,  0.71778, -0.37689, -0.7417,  0.55483, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5322,  0.58226,  0.5322,  0.58226,  0.5322,  0.58226,  0.5322,  0.58226
696, 150, -0.62422,  0.17962,  0.0977, -0.32427,  0.81528,  0.47976, -0.42663, -0.5787,  0.69505, -1.00,  1.00,  1.00,  1.00,  1.00,  0.52846,  0.58299,  0.52846,  0.58299,  0.52846,  0.58299,  0.52846,  0.58299
697, 98, -0.62702,  0.1713,  0.10471,  0.66761,  0.1977,  0.71778, -0.37689, -0.7417,  0.55483, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5322,  0.58226,  0.5322,  0.58226,  0.5322,  0.58226,  0.5322,  0.58226
698, 152, -0.62284,  0.17812,  0.09842,  0.69235,  0.23602,  0.68187, -0.43244, -0.62077,  0.65395, -1.00,  1.00,  1.00,  1.00,  1.00,  0.52877,  0.58223,  0.52877,  0.58223,  0.52877,  0.58223,  0.52877,  0.58223
699, 84, -0.63789,  0.10331,  0.12318,  0.82047,  0.02388,  0.57119, -0.07057, -0.98725,  0.14265, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55805,  0.57898,  0.55805,  0.57898,  0.55805,  0.57898,  0.55805,  0.57898
700, 115, -0.63365,  0.0869,  0.11777,  0.82048,  0.02388,  0.57118,  0.00776, -0.9995,  0.03064, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56411,  0.57575,  0.56411,  0.57575,  0.56411,  0.57575,  0.56411,  0.57575
701, 83, -0.63224,  0.10062,  0.11517,  0.82048,  0.02388,  0.57117, -0.06334, -0.98918,  0.13233, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55851,  0.57505,  0.55851,  0.57505,  0.55851,  0.57505,  0.55851,  0.57505
702, 83, -0.63224,  0.10062,  0.11517,  0.82048,  0.02388,  0.57117, -0.06334, -0.98918,  0.13233, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55851,  0.57505,  0.55851,  0.57505,  0.55851,  0.57505,  0.55851,  0.57505
703, 115, -0.63365,  0.0869,  0.11777,  0.82048,  0.02388,  0.57118,  0.00776, -0.9995,  0.03064, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56411,  0.57575,  0.56411,  0.57575,  0.56411,  0.57575,  0.56411,  0.57575
704, 155, -0.62859,  0.08486,  0.11059,  0.82048,  0.02387,  0.57117,  0.01983, -0.99972,  0.0133, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56484,  0.57233,  0.56484,  0.57233,  0.56484,  0.57233,  0.56484,  0.57233
705, 83, -0.63224,  0.10062,  0.11517,  0.82048,  0.02388,  0.57117, -0.06334, -0.98918,  0.13233, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55851,  0.57505,  0.55851,  0.57505,  0.55851,  0.57505,  0.55851,  0.57505
706, 155, -0.62859,  0.08486,  0.11059,  0.82048,  0.02387,  0.57117,  0.01983, -0.99972,  0.0133, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56484,  0.57233,  0.56484,  0.57233,  0.56484,  0.57233,  0.56484,  0.57233
707, 81, -0.62679,  0.09802,  0.10744,  0.82049,  0.02388,  0.57117, -0.05637, -0.99088,  0.12239, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55899,  0.57126,  0.55899,  0.57126,  0.55899,  0.57126,  0.55899,  0.57126
708, 81, -0.62679,  0.09802,  0.10744,  0.82049,  0.02388,  0.57117, -0.05637, -0.99088,  0.12239, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55899,  0.57126,  0.55899,  0.57126,  0.55899,  0.57126,  0.55899,  0.57126
709, 155, -0.62859,  0.08486,  0.11059,  0.82048,  0.02387,  0.57117,  0.01983, -0.99972,  0.0133, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56484,  0.57233,  0.56484,  0.57233,  0.56484,  0.57233,  0.56484,  0.57233
710, 19, -0.62478,  0.08304,  0.10519,  0.82049,  0.02387,  0.57116,  0.03034, -0.99954, -0.00181, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56553,  0.56974,  0.56553,  0.56974,  0.56553,  0.56974,  0.56553,  0.56974
711, 81, -0.62679,  0.09802,  0.10744,  0.82049,  0.02388,  0.57117, -0.05637, -0.99088,  0.12239, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55899,  0.57126,  0.55899,  0.57126,  0.55899,  0.57126,  0.55899,  0.57126
712, 19, -0.62478,  0.08304,  0.10519,  0.82049,  0.02387,  0.57116,  0.03034, -0.99954, -0.00181, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56553,  0.56974,  0.56553,  0.56974,  0.56553,  0.56974,  0.56553,  0.56974
713, 17, -0.62297,  0.0962,  0.10204,  0.82049,  0.02387,  0.57116, -0.05207, -0.99185,  0.11625, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55935,  0.56859,  0.55935,  0.56859,  0.55935,  0.56859,  0.55935,  0.56859
714, 115, -0.63365,  0.0869,  0.11777,  0.82048,  0.02388,  0.57118,  0.00776, -0.9995,  0.03064, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56411,  0.57575,  0.56411,  0.57575,  0.56411,  0.57575,  0.56411,  0.57575
715, 156, -0.62996,  0.07254,  0.11307,  0.82049,  0.02387,  0.57117,  0.1022, -0.98916, -0.10547, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57014,  0.57378,  0.57014,  0.57378,  0.57014,  0.57378,  0.57014,  0.57378
716, 155, -0.62859,  0.08486,  0.11059,  0.82048,  0.02387,  0.57117,  0.01983, -0.99972,  0.0133, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56484,  0.57233,  0.56484,  0.57233,  0.56484,  0.57233,  0.56484,  0.57233
717, 115, -0.63365,  0.0869,  0.11777,  0.82048,  0.02388,  0.57118,  0.00776, -0.9995,  0.03064, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56411,  0.57575,  0.56411,  0.57575,  0.56411,  0.57575,  0.56411,  0.57575
718, 116, -0.63473,  0.07453,  0.11984,  0.82048,  0.02387,  0.57118,  0.08116, -0.99387, -0.07504, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56902,  0.57686,  0.56902,  0.57686,  0.56902,  0.57686,  0.56902,  0.57686
719, 156, -0.62996,  0.07254,  0.11307,  0.82049,  0.02387,  0.57117,  0.1022, -0.98916, -0.10547, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57014,  0.57378,  0.57014,  0.57378,  0.57014,  0.57378,  0.57014,  0.57378
720, 155, -0.62859,  0.08486,  0.11059,  0.82048,  0.02387,  0.57117,  0.01983, -0.99972,  0.0133, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56484,  0.57233,  0.56484,  0.57233,  0.56484,  0.57233,  0.56484,  0.57233
721, 156, -0.62996,  0.07254,  0.11307,  0.82049,  0.02387,  0.57117,  0.1022, -0.98916, -0.10547, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57014,  0.57378,  0.57014,  0.57378,  0.57014,  0.57378,  0.57014,  0.57378
722, 21, -0.62645,  0.07087,  0.1081,  0.8205,  0.02387,  0.57115,  0.12196, -0.98344, -0.1341, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57111,  0.57152,  0.57111,  0.57152,  0.57111,  0.57152,  0.57111,  0.57152
723, 155, -0.62859,  0.08486,  0.11059,  0.82048,  0.02387,  0.57117,  0.01983, -0.99972,  0.0133, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56484,  0.57233,  0.56484,  0.57233,  0.56484,  0.57233,  0.56484,  0.57233
724, 21, -0.62645,  0.07087,  0.1081,  0.8205,  0.02387,  0.57115,  0.12196, -0.98344, -0.1341, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57111,  0.57152,  0.57111,  0.57152,  0.57111,  0.57152,  0.57111,  0.57152
725, 19, -0.62478,  0.08304,  0.10519,  0.82049,  0.02387,  0.57116,  0.03034, -0.99954, -0.00181, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56553,  0.56974,  0.56553,  0.56974,  0.56553,  0.56974,  0.56553,  0.56974
726, 156, -0.62996,  0.07254,  0.11307,  0.82049,  0.02387,  0.57117,  0.1022, -0.98916, -0.10547, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57014,  0.57378,  0.57014,  0.57378,  0.57014,  0.57378,  0.57014,  0.57378
727, 23, -0.62789,  0.06041,  0.1106,  0.82049,  0.02387,  0.57116,  0.23314, -0.92623, -0.29621, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57569,  0.57374,  0.57569,  0.57374,  0.57569,  0.57374,  0.57569,  0.57374
728, 21, -0.62645,  0.07087,  0.1081,  0.8205,  0.02387,  0.57115,  0.12196, -0.98344, -0.1341, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57111,  0.57152,  0.57111,  0.57152,  0.57111,  0.57152,  0.57111,  0.57152
729, 156, -0.62996,  0.07254,  0.11307,  0.82049,  0.02387,  0.57117,  0.1022, -0.98916, -0.10547, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57014,  0.57378,  0.57014,  0.57378,  0.57014,  0.57378,  0.57014,  0.57378
730, 157, -0.63132,  0.06205,  0.11546,  0.82049,  0.02387,  0.57117,  0.19729, -0.94957, -0.24372, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57441,  0.57574,  0.57441,  0.57574,  0.57441,  0.57574,  0.57441,  0.57574
731, 23, -0.62789,  0.06041,  0.1106,  0.82049,  0.02387,  0.57116,  0.23314, -0.92623, -0.29621, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57569,  0.57374,  0.57569,  0.57374,  0.57569,  0.57374,  0.57569,  0.57374
732, 116, -0.63473,  0.07453,  0.11984,  0.82048,  0.02387,  0.57118,  0.08116, -0.99387, -0.07504, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56902,  0.57686,  0.56902,  0.57686,  0.56902,  0.57686,  0.56902,  0.57686
733, 157, -0.63132,  0.06205,  0.11546,  0.82049,  0.02387,  0.57117,  0.19729, -0.94957, -0.24372, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57441,  0.57574,  0.57441,  0.57574,  0.57441,  0.57574,  0.57441,  0.57574
734, 156, -0.62996,  0.07254,  0.11307,  0.82049,  0.02387,  0.57117,  0.1022, -0.98916, -0.10547, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57014,  0.57378,  0.57014,  0.57378,  0.57014,  0.57378,  0.57014,  0.57378
735, 116, -0.63473,  0.07453,  0.11984,  0.82048,  0.02387,  0.57118,  0.08116, -0.99387, -0.07504, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56902,  0.57686,  0.56902,  0.57686,  0.56902,  0.57686,  0.56902,  0.57686
736, 158, -0.63532,  0.06389,  0.12113,  0.82048,  0.02387,  0.57118,  0.16616, -0.96595, -0.19831, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57309,  0.57811,  0.57309,  0.57811,  0.57309,  0.57811,  0.57309,  0.57811
737, 157, -0.63132,  0.06205,  0.11546,  0.82049,  0.02387,  0.57117,  0.19729, -0.94957, -0.24372, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57441,  0.57574,  0.57441,  0.57574,  0.57441,  0.57574,  0.57441,  0.57574
738, 114, -0.63963,  0.07609,  0.12682,  0.82047,  0.02387,  0.57119,  0.06496, -0.99655, -0.05166, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5682,  0.58007,  0.5682,  0.58007,  0.5682,  0.58007,  0.5682,  0.58007
739, 158, -0.63532,  0.06389,  0.12113,  0.82048,  0.02387,  0.57118,  0.16616, -0.96595, -0.19831, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57309,  0.57811,  0.57309,  0.57811,  0.57309,  0.57811,  0.57309,  0.57811
740, 116, -0.63473,  0.07453,  0.11984,  0.82048,  0.02387,  0.57118,  0.08116, -0.99387, -0.07504, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56902,  0.57686,  0.56902,  0.57686,  0.56902,  0.57686,  0.56902,  0.57686
741, 114, -0.63963,  0.07609,  0.12682,  0.82047,  0.02387,  0.57119,  0.06496, -0.99655, -0.05166, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5682,  0.58007,  0.5682,  0.58007,  0.5682,  0.58007,  0.5682,  0.58007
742, 118, -0.63882,  0.06567,  0.12608,  0.82047,  0.02387,  0.57119,  0.13554, -0.97876, -0.1538, -1.00,  1.00,  1.00,  1.00,  1.00,  0.572,  0.5802,  0.572,  0.5802,  0.572,  0.5802,  0.572,  0.5802
743, 158, -0.63532,  0.06389,  0.12113,  0.82048,  0.02387,  0.57118,  0.16616, -0.96595, -0.19831, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57309,  0.57811,  0.57309,  0.57811,  0.57309,  0.57811,  0.57309,  0.57811
744, 23, -0.62789,  0.06041,  0.1106,  0.82049,  0.02387,  0.57116,  0.23314, -0.92623, -0.29621, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57569,  0.57374,  0.57569,  0.57374,  0.57569,  0.57374,  0.57569,  0.57374
745, 157, -0.63132,  0.06205,  0.11546,  0.82049,  0.02387,  0.57117,  0.19729, -0.94957, -0.24372, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57441,  0.57574,  0.57441,  0.57574,  0.57441,  0.57574,  0.57441,  0.57574
746, 159, -0.63282,  0.0507,  0.11809,  0.82048,  0.02386,  0.57117,  0.3041, -0.86425, -0.40074, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57856,  0.57864,  0.57856,  0.57864,  0.57856,  0.57864,  0.57856,  0.57864
747, 23, -0.62789,  0.06041,  0.1106,  0.82049,  0.02387,  0.57116,  0.23314, -0.92623, -0.29621, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57569,  0.57374,  0.57569,  0.57374,  0.57569,  0.57374,  0.57569,  0.57374
748, 159, -0.63282,  0.0507,  0.11809,  0.82048,  0.02386,  0.57117,  0.3041, -0.86425, -0.40074, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57856,  0.57864,  0.57856,  0.57864,  0.57856,  0.57864,  0.57856,  0.57864
749, 24, -0.62959,  0.04804,  0.11356,  0.82049,  0.02386,  0.57117,  0.36678, -0.78835, -0.49395, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58052,  0.57736,  0.58052,  0.57736,  0.58052,  0.57736,  0.58052,  0.57736
750, 157, -0.63132,  0.06205,  0.11546,  0.82049,  0.02387,  0.57117,  0.19729, -0.94957, -0.24372, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57441,  0.57574,  0.57441,  0.57574,  0.57441,  0.57574,  0.57441,  0.57574
751, 158, -0.63532,  0.06389,  0.12113,  0.82048,  0.02387,  0.57118,  0.16616, -0.96595, -0.19831, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57309,  0.57811,  0.57309,  0.57811,  0.57309,  0.57811,  0.57309,  0.57811
752, 160, -0.63559,  0.05381,  0.12194,  0.82047,  0.02387,  0.57119,  0.25331, -0.91087, -0.3258, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57674,  0.57972,  0.57674,  0.57972,  0.57674,  0.57972,  0.57674,  0.57972
753, 157, -0.63132,  0.06205,  0.11546,  0.82049,  0.02387,  0.57117,  0.19729, -0.94957, -0.24372, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57441,  0.57574,  0.57441,  0.57574,  0.57441,  0.57574,  0.57441,  0.57574
754, 160, -0.63559,  0.05381,  0.12194,  0.82047,  0.02387,  0.57119,  0.25331, -0.91087, -0.3258, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57674,  0.57972,  0.57674,  0.57972,  0.57674,  0.57972,  0.57674,  0.57972
755, 159, -0.63282,  0.0507,  0.11809,  0.82048,  0.02386,  0.57117,  0.3041, -0.86425, -0.40074, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57856,  0.57864,  0.57856,  0.57864,  0.57856,  0.57864,  0.57856,  0.57864
756, 24, -0.62959,  0.04804,  0.11356,  0.82049,  0.02386,  0.57117,  0.36678, -0.78835, -0.49395, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58052,  0.57736,  0.58052,  0.57736,  0.58052,  0.57736,  0.58052,  0.57736
757, 159, -0.63282,  0.0507,  0.11809,  0.82048,  0.02386,  0.57117,  0.3041, -0.86425, -0.40074, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57856,  0.57864,  0.57856,  0.57864,  0.57856,  0.57864,  0.57856,  0.57864
758, 161, -0.63431,  0.04203,  0.1206,  0.74803, -0.11839,  0.65302,  0.3686, -0.74414, -0.55713, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58087,  0.58158,  0.58087,  0.58158,  0.58087,  0.58158,  0.58087,  0.58158
759, 24, -0.62959,  0.04804,  0.11356,  0.82049,  0.02386,  0.57117,  0.36678, -0.78835, -0.49395, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58052,  0.57736,  0.58052,  0.57736,  0.58052,  0.57736,  0.58052,  0.57736
760, 161, -0.63431,  0.04203,  0.1206,  0.74803, -0.11839,  0.65302,  0.3686, -0.74414, -0.55713, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58087,  0.58158,  0.58087,  0.58158,  0.58087,  0.58158,  0.58087,  0.58158
761, 26, -0.63085,  0.03888,  0.11575,  0.78439, -0.13435,  0.60554,  0.43981, -0.56793, -0.69572, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58312,  0.58086,  0.58312,  0.58086,  0.58312,  0.58086,  0.58312,  0.58086
762, 26, -0.63085,  0.03888,  0.11575,  0.78439, -0.13435,  0.60554,  0.43981, -0.56793, -0.69572, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58312,  0.58086,  0.58312,  0.58086,  0.58312,  0.58086,  0.58312,  0.58086
763, 161, -0.63431,  0.04203,  0.1206,  0.74803, -0.11839,  0.65302,  0.3686, -0.74414, -0.55713, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58087,  0.58158,  0.58087,  0.58158,  0.58087,  0.58158,  0.58087,  0.58158
764, 162, -0.63587,  0.0406,  0.12027, -0.32239, -0.80586,  0.49665,  0.33574, -0.58789, -0.73597, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5812,  0.58236,  0.5812,  0.58236,  0.5812,  0.58236,  0.5812,  0.58236
765, 26, -0.63085,  0.03888,  0.11575,  0.78439, -0.13435,  0.60554,  0.43981, -0.56793, -0.69572, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58312,  0.58086,  0.58312,  0.58086,  0.58312,  0.58086,  0.58312,  0.58086
