VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z
524, 192,  0.30355,  0.33672, -0.04491,  0.29823,  0.90185, -0.31262, -0.94646,  0.23699, -0.21921, -1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.39322,  0.33386,  0.39322,  0.33386,  0.30355,  0.33672, -0.04491
525, 193, -0.47344,  0.21688,  0.02271,  0.43883,  0.72189, -0.53507,  0.89038, -0.42954,  0.15071, -1.00,  0.78039,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.4304,  0.02239,  0.4304,  0.02239, -0.47344,  0.21688,  0.02271
526, 194, -0.31378,  0.21297,  0.22621,  0.61854,  0.73294, -0.28322,  0.78574, -0.57926,  0.21695, -1.00,  0.67059,  0.00,  0.00,  2.00,  0.8489,  0.561,  0.46927,  0.06482,  0.46927,  0.06482, -0.31378,  0.21297,  0.22621
527, 195, -0.26591,  0.12483,  0.04693,  0.41546,  0.85532, -0.30955,  0.9096, -0.39244,  0.13647, -1.00,  0.47451,  0.00,  0.00,  2.00,  1.00,  0.00,  0.48114,  0.02075,  0.48114,  0.02075, -0.26591,  0.12483,  0.04693
528, 194, -0.31378,  0.21297,  0.22621,  0.61854,  0.73294, -0.28322,  0.78574, -0.57926,  0.21695, -1.00,  0.67059,  0.00,  0.00,  2.00,  0.8489,  0.561,  0.46927,  0.06482,  0.46927,  0.06482, -0.31378,  0.21297,  0.22621
529, 193, -0.47344,  0.21688,  0.02271,  0.43883,  0.72189, -0.53507,  0.89038, -0.42954,  0.15071, -1.00,  0.78039,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.4304,  0.02239,  0.4304,  0.02239, -0.47344,  0.21688,  0.02271
530, 196, -0.41828,  0.31802,  0.15136,  0.55034,  0.76102, -0.34347,  0.83423, -0.51814,  0.18863, -1.00,  1.00,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.43623,  0.05764,  0.43623,  0.05764, -0.41828,  0.31802,  0.15136
531, 197, -0.56784,  0.36248,  0.18608,  0.10282,  0.90088, -0.42171,  0.9943, -0.10518,  0.01773, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.4034,  0.06774,  0.4034,  0.06774, -0.56784,  0.36248,  0.18608
532, 196, -0.41828,  0.31802,  0.15136,  0.55034,  0.76102, -0.34347,  0.83423, -0.51814,  0.18863, -1.00,  1.00,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.43623,  0.05764,  0.43623,  0.05764, -0.41828,  0.31802,  0.15136
533, 193, -0.47344,  0.21688,  0.02271,  0.43883,  0.72189, -0.53507,  0.89038, -0.42954,  0.15071, -1.00,  0.78039,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.4304,  0.02239,  0.4304,  0.02239, -0.47344,  0.21688,  0.02271
534, 196, -0.41828,  0.31802,  0.15136,  0.55034,  0.76102, -0.34347,  0.83423, -0.51814,  0.18863, -1.00,  1.00,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.43623,  0.05764,  0.43623,  0.05764, -0.41828,  0.31802,  0.15136
535, 197, -0.56784,  0.36248,  0.18608,  0.10282,  0.90088, -0.42171,  0.9943, -0.10518,  0.01773, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.4034,  0.06774,  0.4034,  0.06774, -0.56784,  0.36248,  0.18608
536, 198, -0.52888,  0.37178,  0.22604,  0.27948,  0.95808, -0.06299,  0.95959, -0.27646,  0.0525, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.41162,  0.07695,  0.41162,  0.07695, -0.52888,  0.37178,  0.22604
537, 199, -0.57808,  0.3823,  0.26282,  0.16011,  0.9848, -0.06731,  0.98709, -0.1594,  0.01579, -1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.40202,  0.08515,  0.40202,  0.08515, -0.57808,  0.3823,  0.26282
538, 198, -0.52888,  0.37178,  0.22604,  0.27948,  0.95808, -0.06299,  0.95959, -0.27646,  0.0525, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.41162,  0.07695,  0.41162,  0.07695, -0.52888,  0.37178,  0.22604
539, 197, -0.56784,  0.36248,  0.18608,  0.10282,  0.90088, -0.42171,  0.9943, -0.10518,  0.01773, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.4034,  0.06774,  0.4034,  0.06774, -0.56784,  0.36248,  0.18608
540, 200, -0.50341,  0.35473,  0.24466,  0.49522,  0.84977,  0.18066,  0.84359, -0.52006,  0.13376, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1893,  0.7578,  0.41746,  0.08028,  0.41746,  0.08028, -0.50341,  0.35473,  0.24466
541, 196, -0.41828,  0.31802,  0.15136,  0.55034,  0.76102, -0.34347,  0.83423, -0.51814,  0.18863, -1.00,  1.00,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.43623,  0.05764,  0.43623,  0.05764, -0.41828,  0.31802,  0.15136
542, 198, -0.52888,  0.37178,  0.22604,  0.27948,  0.95808, -0.06299,  0.95959, -0.27646,  0.0525, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.41162,  0.07695,  0.41162,  0.07695, -0.52888,  0.37178,  0.22604
543, 198, -0.52888,  0.37178,  0.22604,  0.27948,  0.95808, -0.06299,  0.95959, -0.27646,  0.0525, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.41162,  0.07695,  0.41162,  0.07695, -0.52888,  0.37178,  0.22604
544, 199, -0.57808,  0.3823,  0.26282,  0.16011,  0.9848, -0.06731,  0.98709, -0.1594,  0.01579, -1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.40202,  0.08515,  0.40202,  0.08515, -0.57808,  0.3823,  0.26282
545, 200, -0.50341,  0.35473,  0.24466,  0.49522,  0.84977,  0.18066,  0.84359, -0.52006,  0.13376, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1893,  0.7578,  0.41746,  0.08028,  0.41746,  0.08028, -0.50341,  0.35473,  0.24466
546, 196, -0.41828,  0.31802,  0.15136,  0.55034,  0.76102, -0.34347,  0.83423, -0.51814,  0.18863, -1.00,  1.00,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.43623,  0.05764,  0.43623,  0.05764, -0.41828,  0.31802,  0.15136
547, 200, -0.50341,  0.35473,  0.24466,  0.49522,  0.84977,  0.18066,  0.84359, -0.52006,  0.13376, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1893,  0.7578,  0.41746,  0.08028,  0.41746,  0.08028, -0.50341,  0.35473,  0.24466
548, 194, -0.31378,  0.21297,  0.22621,  0.61854,  0.73294, -0.28322,  0.78574, -0.57926,  0.21695, -1.00,  0.67059,  0.00,  0.00,  2.00,  0.8489,  0.561,  0.46927,  0.06482,  0.46927,  0.06482, -0.31378,  0.21297,  0.22621
549, 201, -0.01027,  0.16844,  0.13285,  0.67949,  0.5406,  0.49603,  0.02653, -0.69373,  0.71974, -1.00,  0.20,  0.00,  0.00,  2.00,  1.00,  0.00,  0.38466,  0.10283,  0.38466,  0.10283, -0.01027,  0.16844,  0.13285
550, 202, -0.13576,  0.39294,  0.06008,  0.36992,  0.89243,  0.25832,  0.27561, -0.37094,  0.88681, -1.00,  1.00,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.3392,  0.14018,  0.3392,  0.14018, -0.13576,  0.39294,  0.06008
551, 203, -0.21473,  0.28074,  0.16443,  0.16464,  0.60715,  0.77735, -0.0714, -0.7787,  0.62332, -1.00,  0.72157,  0.00,  0.00,  2.00,  0.8289,  0.6447,  0.37106,  0.15411,  0.37106,  0.15411, -0.21473,  0.28074,  0.16443
552, 202, -0.13576,  0.39294,  0.06008,  0.36992,  0.89243,  0.25832,  0.27561, -0.37094,  0.88681, -1.00,  1.00,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.3392,  0.14018,  0.3392,  0.14018, -0.13576,  0.39294,  0.06008
553, 204, -0.2791,  0.3784,  0.02977, -0.21453,  0.95926,  0.18386,  0.37739, -0.09221,  0.92145, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1901,  0.7598,  0.32025,  0.16326,  0.32025,  0.16326, -0.2791,  0.3784,  0.02977
554, 203, -0.21473,  0.28074,  0.16443,  0.16464,  0.60715,  0.77735, -0.0714, -0.7787,  0.62332, -1.00,  0.72157,  0.00,  0.00,  2.00,  0.8289,  0.6447,  0.37106,  0.15411,  0.37106,  0.15411, -0.21473,  0.28074,  0.16443
555, 205, -0.26284,  0.37934, -0.05882, -0.05026,  0.9822, -0.18099,  0.50571,  0.1813,  0.84344, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.30595,  0.15041,  0.30595,  0.15041, -0.26284,  0.37934, -0.05882
556, 204, -0.2791,  0.3784,  0.02977, -0.21453,  0.95926,  0.18386,  0.37739, -0.09221,  0.92145, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1901,  0.7598,  0.32025,  0.16326,  0.32025,  0.16326, -0.2791,  0.3784,  0.02977
557, 202, -0.13576,  0.39294,  0.06008,  0.36992,  0.89243,  0.25832,  0.27561, -0.37094,  0.88681, -1.00,  1.00,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.3392,  0.14018,  0.3392,  0.14018, -0.13576,  0.39294,  0.06008
558, 205, -0.26284,  0.37934, -0.05882, -0.05026,  0.9822, -0.18099,  0.50571,  0.1813,  0.84344, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.30595,  0.15041,  0.30595,  0.15041, -0.26284,  0.37934, -0.05882
559, 202, -0.13576,  0.39294,  0.06008,  0.36992,  0.89243,  0.25832,  0.27561, -0.37094,  0.88681, -1.00,  1.00,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.3392,  0.14018,  0.3392,  0.14018, -0.13576,  0.39294,  0.06008
560, 206, -0.05875,  0.28935, -0.05466,  0.72575,  0.67673, -0.12382,  0.37397, -0.23699,  0.89665, -1.00,  0.72549,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.3333,  0.10449,  0.3333,  0.10449, -0.05875,  0.28935, -0.05466
561, 202, -0.13576,  0.39294,  0.06008,  0.36992,  0.89243,  0.25832,  0.27561, -0.37094,  0.88681, -1.00,  1.00,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.3392,  0.14018,  0.3392,  0.14018, -0.13576,  0.39294,  0.06008
562, 201, -0.01027,  0.16844,  0.13285,  0.67949,  0.5406,  0.49603,  0.02653, -0.69373,  0.71974, -1.00,  0.20,  0.00,  0.00,  2.00,  1.00,  0.00,  0.38466,  0.10283,  0.38466,  0.10283, -0.01027,  0.16844,  0.13285
563, 206, -0.05875,  0.28935, -0.05466,  0.72575,  0.67673, -0.12382,  0.37397, -0.23699,  0.89665, -1.00,  0.72549,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.3333,  0.10449,  0.3333,  0.10449, -0.05875,  0.28935, -0.05466
564, 204, -0.2791,  0.3784,  0.02977, -0.21453,  0.95926,  0.18386,  0.37739, -0.09221,  0.92145, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1901,  0.7598,  0.32025,  0.16326,  0.32025,  0.16326, -0.2791,  0.3784,  0.02977
565, 205, -0.26284,  0.37934, -0.05882, -0.05026,  0.9822, -0.18099,  0.50571,  0.1813,  0.84344, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.30595,  0.15041,  0.30595,  0.15041, -0.26284,  0.37934, -0.05882
566, 207, -0.33114,  0.35496, -0.02525, -0.36012,  0.93121, -0.05632,  0.45122,  0.2267,  0.86314, -1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.30456,  0.16804,  0.30456,  0.16804, -0.33114,  0.35496, -0.02525
567, 208,  0.28297,  0.0071, -0.003, -0.13728,  0.97528,  0.17316, -0.84759, -0.20612,  0.48898, -1.00,  0.06275,  0.00,  0.00,  2.00,  1.00,  0.00,  0.46407,  0.18359,  0.46407,  0.18359,  0.28297,  0.0071, -0.003
568, 209,  0.37316,  0.0624, -0.24292, -0.0157,  0.99965, -0.02133, -0.8666, -0.00297,  0.49899, -1.00,  0.88235,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.42032,  0.21953,  0.42032,  0.21953,  0.37316,  0.0624, -0.24292
569, 210,  0.20516, -0.01552, -0.13603, -0.39332,  0.91799,  0.05101, -0.80438, -0.37045,  0.46447, -1.00,  0.00,  0.00,  0.00,  2.00,  1.0025,  0.4449,  0.46426,  0.21764,  0.46426,  0.21764,  0.20516, -0.01552, -0.13603
570, 210,  0.20516, -0.01552, -0.13603, -0.39332,  0.91799,  0.05101, -0.80438, -0.37045,  0.46447, -1.00,  0.00,  0.00,  0.00,  2.00,  1.0025,  0.4449,  0.46426,  0.21764,  0.46426,  0.21764,  0.20516, -0.01552, -0.13603
571, 209,  0.37316,  0.0624, -0.24292, -0.0157,  0.99965, -0.02133, -0.8666, -0.00297,  0.49899, -1.00,  0.88235,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.42032,  0.21953,  0.42032,  0.21953,  0.37316,  0.0624, -0.24292
572, 211,  0.25713,  0.00936, -0.25893, -0.4026,  0.91015, -0.09766, -0.82376, -0.31371,  0.47225, -1.00,  0.31373,  0.00,  0.00,  2.00,  0.6952,  0.6771,  0.44074,  0.23541,  0.44074,  0.23541,  0.25713,  0.00936, -0.25893
573, 209,  0.37316,  0.0624, -0.24292, -0.0157,  0.99965, -0.02133, -0.8666, -0.00297,  0.49899, -1.00,  0.88235,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.42032,  0.21953,  0.42032,  0.21953,  0.37316,  0.0624, -0.24292
574, 208,  0.28297,  0.0071, -0.003, -0.13728,  0.97528,  0.17316, -0.84759, -0.20612,  0.48898, -1.00,  0.06275,  0.00,  0.00,  2.00,  1.00,  0.00,  0.46407,  0.18359,  0.46407,  0.18359,  0.28297,  0.0071, -0.003
575, 212,  0.47314,  0.00017, -0.12113,  0.29824,  0.9267,  0.22864, -0.85549,  0.15329,  0.49462, -1.00,  0.72941,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.41464,  0.18518,  0.41464,  0.18518,  0.47314,  0.00017, -0.12113
576, 213,  0.47628,  0.02189, -0.35391,  0.32394,  0.93714, -0.12973, -0.81254,  0.34583,  0.46923, -1.00,  0.85882,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.38833,  0.22937,  0.38833,  0.22937,  0.47628,  0.02189, -0.35391
577, 209,  0.37316,  0.0624, -0.24292, -0.0157,  0.99965, -0.02133, -0.8666, -0.00297,  0.49899, -1.00,  0.88235,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.42032,  0.21953,  0.42032,  0.21953,  0.37316,  0.0624, -0.24292
578, 212,  0.47314,  0.00017, -0.12113,  0.29824,  0.9267,  0.22864, -0.85549,  0.15329,  0.49462, -1.00,  0.72941,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.41464,  0.18518,  0.41464,  0.18518,  0.47314,  0.00017, -0.12113
579, 209,  0.37316,  0.0624, -0.24292, -0.0157,  0.99965, -0.02133, -0.8666, -0.00297,  0.49899, -1.00,  0.88235,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.42032,  0.21953,  0.42032,  0.21953,  0.37316,  0.0624, -0.24292
580, 213,  0.47628,  0.02189, -0.35391,  0.32394,  0.93714, -0.12973, -0.81254,  0.34583,  0.46923, -1.00,  0.85882,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.38833,  0.22937,  0.38833,  0.22937,  0.47628,  0.02189, -0.35391
581, 214,  0.42458,  0.03273, -0.37097, -0.0132,  0.9385, -0.34502, -0.84007,  0.17674,  0.51288, -1.00,  0.88235,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.39633,  0.23834,  0.39633,  0.23834,  0.42458,  0.03273, -0.37097
582, 215,  0.44312,  0.00743, -0.42346,  0.08682,  0.9091, -0.40742, -0.81855,  0.2982,  0.49097, -1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.38699,  0.24633,  0.38699,  0.24633,  0.44312,  0.00743, -0.42346
583, 214,  0.42458,  0.03273, -0.37097, -0.0132,  0.9385, -0.34502, -0.84007,  0.17674,  0.51288, -1.00,  0.88235,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.39633,  0.23834,  0.39633,  0.23834,  0.42458,  0.03273, -0.37097
584, 213,  0.47628,  0.02189, -0.35391,  0.32394,  0.93714, -0.12973, -0.81254,  0.34583,  0.46923, -1.00,  0.85882,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.38833,  0.22937,  0.38833,  0.22937,  0.47628,  0.02189, -0.35391
585, 216,  0.39089,  0.02389, -0.36447, -0.3157,  0.87423, -0.36885, -0.84406, -0.08116,  0.53008, -1.00,  0.80784,  0.00,  0.00,  2.00,  0.2071,  0.7553,  0.40339,  0.24139,  0.40339,  0.24139,  0.39089,  0.02389, -0.36447
586, 209,  0.37316,  0.0624, -0.24292, -0.0157,  0.99965, -0.02133, -0.8666, -0.00297,  0.49899, -1.00,  0.88235,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.42032,  0.21953,  0.42032,  0.21953,  0.37316,  0.0624, -0.24292
587, 214,  0.42458,  0.03273, -0.37097, -0.0132,  0.9385, -0.34502, -0.84007,  0.17674,  0.51288, -1.00,  0.88235,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.39633,  0.23834,  0.39633,  0.23834,  0.42458,  0.03273, -0.37097
588, 214,  0.42458,  0.03273, -0.37097, -0.0132,  0.9385, -0.34502, -0.84007,  0.17674,  0.51288, -1.00,  0.88235,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.39633,  0.23834,  0.39633,  0.23834,  0.42458,  0.03273, -0.37097
589, 215,  0.44312,  0.00743, -0.42346,  0.08682,  0.9091, -0.40742, -0.81855,  0.2982,  0.49097, -1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.38699,  0.24633,  0.38699,  0.24633,  0.44312,  0.00743, -0.42346
590, 216,  0.39089,  0.02389, -0.36447, -0.3157,  0.87423, -0.36885, -0.84406, -0.08116,  0.53008, -1.00,  0.80784,  0.00,  0.00,  2.00,  0.2071,  0.7553,  0.40339,  0.24139,  0.40339,  0.24139,  0.39089,  0.02389, -0.36447
591, 209,  0.37316,  0.0624, -0.24292, -0.0157,  0.99965, -0.02133, -0.8666, -0.00297,  0.49899, -1.00,  0.88235,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.42032,  0.21953,  0.42032,  0.21953,  0.37316,  0.0624, -0.24292
592, 216,  0.39089,  0.02389, -0.36447, -0.3157,  0.87423, -0.36885, -0.84406, -0.08116,  0.53008, -1.00,  0.80784,  0.00,  0.00,  2.00,  0.2071,  0.7553,  0.40339,  0.24139,  0.40339,  0.24139,  0.39089,  0.02389, -0.36447
593, 211,  0.25713,  0.00936, -0.25893, -0.4026,  0.91015, -0.09766, -0.82376, -0.31371,  0.47225, -1.00,  0.31373,  0.00,  0.00,  2.00,  0.6952,  0.6771,  0.44074,  0.23541,  0.44074,  0.23541,  0.25713,  0.00936, -0.25893
594, 217, -0.4159,  0.03641, -0.08768,  0.3415,  0.9343,  0.10227,  0.5647, -0.29095,  0.77231, -1.00,  0.3098,  0.00,  0.00,  2.00,  1.00,  0.00,  0.89174,  0.10283,  0.89174,  0.10283, -0.4159,  0.03641, -0.08768
595, 218, -0.60616,  0.11029, -0.12736, -0.04163,  0.99389, -0.1022,  0.60457,  0.1065,  0.7894, -1.00,  0.91373,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.85511,  0.13292,  0.85511,  0.13292, -0.60616,  0.11029, -0.12736
596, 219, -0.51501,  0.04802, -0.00008,  0.3623,  0.91305,  0.1873,  0.50656, -0.36157,  0.78273, -1.00,  0.8902,  0.00,  0.00,  2.00,  1.0025,  0.4449,  0.8919,  0.13134,  0.8919,  0.13134, -0.51501,  0.04802, -0.00008
597, 219, -0.51501,  0.04802, -0.00008,  0.3623,  0.91305,  0.1873,  0.50656, -0.36157,  0.78273, -1.00,  0.8902,  0.00,  0.00,  2.00,  1.0025,  0.4449,  0.8919,  0.13134,  0.8919,  0.13134, -0.51501,  0.04802, -0.00008
598, 218, -0.60616,  0.11029, -0.12736, -0.04163,  0.99389, -0.1022,  0.60457,  0.1065,  0.7894, -1.00,  0.91373,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.85511,  0.13292,  0.85511,  0.13292, -0.60616,  0.11029, -0.12736
599, 220, -0.61401,  0.10372, -0.02206,  0.16413,  0.98368,  0.0737,  0.5418, -0.15233,  0.82659, -1.00,  1.00,  0.00,  0.00,  2.00,  0.6952,  0.6771,  0.87221,  0.14622,  0.87221,  0.14622, -0.61401,  0.10372, -0.02206
600, 218, -0.60616,  0.11029, -0.12736, -0.04163,  0.99389, -0.1022,  0.60457,  0.1065,  0.7894, -1.00,  0.91373,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.85511,  0.13292,  0.85511,  0.13292, -0.60616,  0.11029, -0.12736
601, 217, -0.4159,  0.03641, -0.08768,  0.3415,  0.9343,  0.10227,  0.5647, -0.29095,  0.77231, -1.00,  0.3098,  0.00,  0.00,  2.00,  1.00,  0.00,  0.89174,  0.10283,  0.89174,  0.10283, -0.4159,  0.03641, -0.08768
602, 221, -0.54181,  0.07402, -0.2262,  0.13849,  0.95548, -0.26052,  0.65835,  0.1077,  0.74496, -1.00,  1.00,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.85036,  0.10417,  0.85036,  0.10417, -0.54181,  0.07402, -0.2262
603, 222, -0.72266,  0.03974, -0.20638, -0.2407,  0.92798, -0.28447,  0.63611,  0.37219,  0.6759, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.82833,  0.14116,  0.82833,  0.14116, -0.72266,  0.03974, -0.20638
604, 218, -0.60616,  0.11029, -0.12736, -0.04163,  0.99389, -0.1022,  0.60457,  0.1065,  0.7894, -1.00,  0.91373,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.85511,  0.13292,  0.85511,  0.13292, -0.60616,  0.11029, -0.12736
605, 221, -0.54181,  0.07402, -0.2262,  0.13849,  0.95548, -0.26052,  0.65835,  0.1077,  0.74496, -1.00,  1.00,  0.00,  0.00,  2.00,  0.3541,  0.0208,  0.85036,  0.10417,  0.85036,  0.10417, -0.54181,  0.07402, -0.2262
606, 218, -0.60616,  0.11029, -0.12736, -0.04163,  0.99389, -0.1022,  0.60457,  0.1065,  0.7894, -1.00,  0.91373,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.85511,  0.13292,  0.85511,  0.13292, -0.60616,  0.11029, -0.12736
607, 222, -0.72266,  0.03974, -0.20638, -0.2407,  0.92798, -0.28447,  0.63611,  0.37219,  0.6759, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.82833,  0.14116,  0.82833,  0.14116, -0.72266,  0.03974, -0.20638
608, 223, -0.725,  0.04965, -0.16017, -0.26399,  0.95983, -0.09509,  0.64807,  0.24953,  0.71954, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.83503,  0.14868,  0.83503,  0.14868, -0.725,  0.04965, -0.16017
609, 224, -0.77639,  0.04416, -0.16689, -0.08867,  0.98775, -0.12843,  0.69335,  0.15378,  0.704, -1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.82721,  0.15537,  0.82721,  0.15537, -0.77639,  0.04416, -0.16689
610, 223, -0.725,  0.04965, -0.16017, -0.26399,  0.95983, -0.09509,  0.64807,  0.24953,  0.71954, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.83503,  0.14868,  0.83503,  0.14868, -0.725,  0.04965, -0.16017
611, 222, -0.72266,  0.03974, -0.20638, -0.2407,  0.92798, -0.28447,  0.63611,  0.37219,  0.6759, -1.00,  1.00,  0.00,  0.00,  2.00,  0.0103,  0.5982,  0.82833,  0.14116,  0.82833,  0.14116, -0.72266,  0.03974, -0.20638
612, 225, -0.72362,  0.049, -0.13437, -0.36586,  0.92992,  0.03727,  0.61041,  0.20954,  0.76387, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1851,  0.7662,  0.83953,  0.15193,  0.83953,  0.15193, -0.72362,  0.049, -0.13437
613, 218, -0.60616,  0.11029, -0.12736, -0.04163,  0.99389, -0.1022,  0.60457,  0.1065,  0.7894, -1.00,  0.91373,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.85511,  0.13292,  0.85511,  0.13292, -0.60616,  0.11029, -0.12736
614, 223, -0.725,  0.04965, -0.16017, -0.26399,  0.95983, -0.09509,  0.64807,  0.24953,  0.71954, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.83503,  0.14868,  0.83503,  0.14868, -0.725,  0.04965, -0.16017
615, 223, -0.725,  0.04965, -0.16017, -0.26399,  0.95983, -0.09509,  0.64807,  0.24953,  0.71954, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1149,  0.7155,  0.83503,  0.14868,  0.83503,  0.14868, -0.725,  0.04965, -0.16017
616, 224, -0.77639,  0.04416, -0.16689, -0.08867,  0.98775, -0.12843,  0.69335,  0.15378,  0.704, -1.00,  1.00,  0.00,  0.00,  2.00, -0.0072,  0.8199,  0.82721,  0.15537,  0.82721,  0.15537, -0.77639,  0.04416, -0.16689
617, 225, -0.72362,  0.049, -0.13437, -0.36586,  0.92992,  0.03727,  0.61041,  0.20954,  0.76387, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1851,  0.7662,  0.83953,  0.15193,  0.83953,  0.15193, -0.72362,  0.049, -0.13437
618, 218, -0.60616,  0.11029, -0.12736, -0.04163,  0.99389, -0.1022,  0.60457,  0.1065,  0.7894, -1.00,  0.91373,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.85511,  0.13292,  0.85511,  0.13292, -0.60616,  0.11029, -0.12736
619, 225, -0.72362,  0.049, -0.13437, -0.36586,  0.92992,  0.03727,  0.61041,  0.20954,  0.76387, -1.00,  1.00,  0.00,  0.00,  2.00,  0.1851,  0.7662,  0.83953,  0.15193,  0.83953,  0.15193, -0.72362,  0.049, -0.13437
620, 220, -0.61401,  0.10372, -0.02206,  0.16413,  0.98368,  0.0737,  0.5418, -0.15233,  0.82659, -1.00,  1.00,  0.00,  0.00,  2.00,  0.6952,  0.6771,  0.87221,  0.14622,  0.87221,  0.14622, -0.61401,  0.10372, -0.02206
621, 226,  0.29776,  0.0071, -0.1089, -0.12167,  0.75239,  0.64739, -0.80175, -0.459,  0.38277, -1.00,  0.18824,  0.00,  0.00,  2.00,  1.00,  0.00,  0.09782,  0.7036,  0.09782,  0.7036,  0.29776,  0.0071, -0.1089
622, 227,  0.3667,  0.17842, -0.29505, -0.01573,  0.8735,  0.48657, -0.8197, -0.28993,  0.494, -1.00,  1.00,  0.00,  0.00,  2.00,  0.4283,  0.4696,  0.05407,  0.73953,  0.05407,  0.73953,  0.3667,  0.17842, -0.29505
