VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y
104, 50, -0.18576, -0.23398, -0.08066, -0.25116, -0.08647,  0.96408, -0.75762, -0.60234, -0.2514, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5908,  0.7969,  0.5908,  0.7969,  0.5908,  0.7969,  0.5908,  0.7969
105, 50, -0.18576, -0.23398, -0.08066, -0.25116, -0.08647,  0.96408, -0.75762, -0.60234, -0.2514, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5908,  0.7969,  0.5908,  0.7969,  0.5908,  0.7969,  0.5908,  0.7969
106, 47, -0.12054,  0.33193, -0.01291, -0.23338,  0.04802,  0.9712, -0.78242, -0.60232, -0.15823, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4959,  0.8919,  0.4959,  0.8919,  0.4959,  0.8919,  0.4959,  0.8919
107, 46, -0.65167,  0.40711, -0.22482, -0.36158,  0.06674,  0.92995, -0.75752, -0.60251, -0.2513, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5908,  0.9868,  0.5908,  0.9868,  0.5908,  0.9868,  0.5908,  0.9868
108, 51,  0.22156, -0.03762,  0.00406, -0.03387, -0.16463,  0.98577,  0.72222, -0.68582, -0.08972, -1.00,  1.00,  1.00,  1.00,  1.00,  0.90016,  0.3375,  0.90016,  0.3375,  0.90016,  0.3375,  0.90016,  0.3375
109, 52, -0.30049, -0.57313, -0.10162, -0.0339, -0.1646,  0.98578,  0.72223, -0.68582, -0.08968, -1.00,  1.00,  1.00,  1.00,  1.00,  0.90016,  0.505,  0.90016,  0.505,  0.90016,  0.505,  0.90016,  0.505
110, 53,  0.04635, -0.89339, -0.18937,  0.02818, -0.22586,  0.97375,  0.72254, -0.66855, -0.17598, -1.00,  1.00,  1.00,  1.00,  1.00,  0.9855,  0.505,  0.9855,  0.505,  0.9855,  0.505,  0.9855,  0.505
111, 51,  0.22156, -0.03762,  0.00406, -0.03387, -0.16463,  0.98577,  0.72222, -0.68582, -0.08972, -1.00,  1.00,  1.00,  1.00,  1.00,  0.90016,  0.3375,  0.90016,  0.3375,  0.90016,  0.3375,  0.90016,  0.3375
112, 53,  0.04635, -0.89339, -0.18937,  0.02818, -0.22586,  0.97375,  0.72254, -0.66855, -0.17598, -1.00,  1.00,  1.00,  1.00,  1.00,  0.9855,  0.505,  0.9855,  0.505,  0.9855,  0.505,  0.9855,  0.505
113, 54,  0.56803, -0.35887, -0.07706,  0.02818, -0.22586,  0.97375,  0.72254, -0.66855, -0.17598, -1.00,  1.00,  1.00,  1.00,  1.00,  0.9855,  0.3375,  0.9855,  0.3375,  0.9855,  0.3375,  0.9855,  0.3375
114, 51,  0.22156, -0.03762,  0.00406, -0.03387, -0.16463,  0.98577,  0.72222, -0.68582, -0.08972, -1.00,  1.00,  1.00,  1.00,  1.00,  0.90016,  0.3375,  0.90016,  0.3375,  0.90016,  0.3375,  0.90016,  0.3375
115, 55, -0.60615, -0.27538, -0.10045, -0.09569, -0.1021,  0.99016,  0.71632, -0.69777, -0.00273, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8239,  0.505,  0.8239,  0.505,  0.8239,  0.505,  0.8239,  0.505
116, 52, -0.30049, -0.57313, -0.10162, -0.0339, -0.1646,  0.98578,  0.72223, -0.68582, -0.08968, -1.00,  1.00,  1.00,  1.00,  1.00,  0.90016,  0.505,  0.90016,  0.505,  0.90016,  0.505,  0.90016,  0.505
117, 51,  0.22156, -0.03762,  0.00406, -0.03387, -0.16463,  0.98577,  0.72222, -0.68582, -0.08972, -1.00,  1.00,  1.00,  1.00,  1.00,  0.90016,  0.3375,  0.90016,  0.3375,  0.90016,  0.3375,  0.90016,  0.3375
118, 56, -0.0841,  0.26012,  0.00522, -0.09569, -0.1021,  0.99016,  0.71631, -0.69777, -0.00273, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8239,  0.3375,  0.8239,  0.3375,  0.8239,  0.3375,  0.8239,  0.3375
119, 55, -0.60615, -0.27538, -0.10045, -0.09569, -0.1021,  0.99016,  0.71632, -0.69777, -0.00273, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8239,  0.505,  0.8239,  0.505,  0.8239,  0.505,  0.8239,  0.505
120, 57, -0.35305,  0.62276, -0.10599,  0.09731,  0.08348,  0.99175, -0.97572,  0.20444,  0.07853, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5908,  0.9868,  0.5908,  0.9868,  0.5908,  0.9868,  0.5908,  0.9868
121, 58,  0.04845,  0.02297, -0.0949,  0.17152, -0.03023,  0.98472, -0.96411,  0.20045,  0.17408, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4959,  0.8919,  0.4959,  0.8919,  0.4959,  0.8919,  0.4959,  0.8919
122, 59,  0.62106,  0.42026, -0.28207,  0.28187,  0.04527,  0.95838, -0.94348,  0.19456,  0.2683, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4009,  0.9868,  0.4009,  0.9868,  0.4009,  0.9868,  0.4009,  0.9868
123, 59,  0.62106,  0.42026, -0.28207,  0.28187,  0.04527,  0.95838, -0.94348,  0.19456,  0.2683, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4009,  0.9868,  0.4009,  0.9868,  0.4009,  0.9868,  0.4009,  0.9868
124, 58,  0.04845,  0.02297, -0.0949,  0.17152, -0.03023,  0.98472, -0.96411,  0.20045,  0.17408, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4959,  0.8919,  0.4959,  0.8919,  0.4959,  0.8919,  0.4959,  0.8919
125, 60,  0.41838, -0.56734, -0.27645,  0.24351, -0.14247,  0.95938, -0.9435,  0.19441,  0.26835, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4009,  0.7969,  0.4009,  0.7969,  0.4009,  0.7969,  0.4009,  0.7969
126, 60,  0.41838, -0.56734, -0.27645,  0.24351, -0.14247,  0.95938, -0.9435,  0.19441,  0.26835, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4009,  0.7969,  0.4009,  0.7969,  0.4009,  0.7969,  0.4009,  0.7969
127, 58,  0.04845,  0.02297, -0.0949,  0.17152, -0.03023,  0.98472, -0.96411,  0.20045,  0.17408, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4959,  0.8919,  0.4959,  0.8919,  0.4959,  0.8919,  0.4959,  0.8919
128, 61, -0.55579, -0.36477, -0.10037,  0.05796, -0.10434,  0.99285, -0.97569,  0.20464,  0.07847, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5908,  0.7969,  0.5908,  0.7969,  0.5908,  0.7969,  0.5908,  0.7969
129, 61, -0.55579, -0.36477, -0.10037,  0.05796, -0.10434,  0.99285, -0.97569,  0.20464,  0.07847, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5908,  0.7969,  0.5908,  0.7969,  0.5908,  0.7969,  0.5908,  0.7969
130, 58,  0.04845,  0.02297, -0.0949,  0.17152, -0.03023,  0.98472, -0.96411,  0.20045,  0.17408, -1.00,  1.00,  1.00,  1.00,  1.00,  0.4959,  0.8919,  0.4959,  0.8919,  0.4959,  0.8919,  0.4959,  0.8919
131, 57, -0.35305,  0.62276, -0.10599,  0.09731,  0.08348,  0.99175, -0.97572,  0.20444,  0.07853, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5908,  0.9868,  0.5908,  0.9868,  0.5908,  0.9868,  0.5908,  0.9868
